user,text,sentiment,gender,race,age,age_bin,pred_prob,pred_label,mitigated_prob,mitigated_label
RichardLloyd18,History exam today and dreading it,0,1.0,1,24,0,0.16492853,0,0.2263079,0
Jamie_Cheroske,Just downloaded a new Twitter app for my phone. So much better already.,1,0.0,1,30,0,0.844544,1,0.7949271,1
daniel_myers,I seem to be making a habbit out of not falling asleep until very late,0,1.0,1,43,1,0.046958666,0,0.049608953,0
alecialisten4,Missionaries had passport problems. Still havn't arrived  ya'll pray!,0,1.0,1,48,1,0.0018099723,0,0.025709849,0
shannonstone,had a very good night,1,0.0,1,35,0,0.68690574,1,0.73111004,1
jacobjoel,"Enjoying the morning just hanging out with Juliet in Victoria. She doesn't know it yet, but I'm taking her to see Il Divo tonight  #fb",1,0.0,0,35,0,0.012708604,0,0.76528275,1
MikeAbundo,Off to the Miss Bikini Philippines pageant. Thanks to  for the ticket!,1,1.0,0,50,1,0.3922634,0,0.6348395,1
FranHearn,Friends with scott again,1,0.0,0,56,1,0.18922357,0,0.6882392,1
deniserostro,I think that my lovely brother  should take me and his lovely sister  to Old Town for some dinn dinn &amp; margaritas,1,1.0,0,51,1,0.5662094,1,0.9603074,1
bryanarmada,season is almost done with babe,0,1.0,1,30,0,0.76346433,1,0.45335507,0
Samantha_Mayy,Diversity won! damnn i wanted flawless to win,0,1.0,0,51,1,0.19834109,0,0.47490415,0
jaziiandbrytt,can some one pleease tell me how to work out the total surface area of a square pyramid?,0,0.0,1,33,0,0.024941612,0,0.33997232,0
MandyPandy32,*Phew* Hate to think you and Colin had fallen out! Glad he's smiling for you. Hip Hip Hip Hooray!!,1,0.0,1,60,1,0.9552053,1,0.97461724,1
laineybogs,Still cant get Jonas Bros tickets..dreading facing my niece later on ( I can see the tantrum now). Hope they put on another gig in Dublin,0,0.0,0,54,1,0.008388617,0,0.104513794,0
Sabrinagoh,"I though the clothes of AW0910 Collection from +9 designers will be there, together with the visual arts, but it is not",0,1.0,1,52,1,0.32998967,0,0.17893746,0
Emoly_,I Was Looking at an Old Poster From Busted The Other Day  You Had Really Short Hair And Everythng   Young Ta Old,1,1.0,0,52,1,0.93243396,1,0.71277153,1
lizzayyyyyy,"Ugh, so bored today!",0,0.0,1,62,1,0.021193564,0,0.06888116,0
NAYKIDD,home from a long day of work. i wore heels from 11am to 7pm. i must be crazy!! came right home to soak the feets. lol who wana rub em?,1,0.0,0,18,0,0.027108587,0,0.72363687,1
artalive,Still at work  This entire week has felt like an extremely long and awful Monday!,0,1.0,1,47,1,0.000836082,0,0.02861797,0
Morfin,Upgraded iPhone to 3.0 but seem to have weaker link to tamu wireless,0,1.0,1,30,0,0.0021302782,0,0.038243946,0
lioneris,morning twitterland...off to work i go,0,1.0,0,56,1,0.105565585,0,0.13762625,0
LarryWentz,I'm such a plantaholic.... I spent several thousand $s the last few years planting at my brothers lake cabin - he sold it,0,1.0,0,63,1,0.04161674,0,0.16985932,0
imabhi000,Trying to learn some &quot;PHOTOGRAPHY&quot;,1,0.0,0,28,0,0.2884939,0,0.6692215,1
AllanJYu,I'll be sure to vote for you in that competition.  A star with your name on it would go well with your Idol Trophy!,1,1.0,0,36,0,0.69761306,1,0.99146944,1
VivinAlvernia,already miss baby donkey,0,0.0,1,24,0,0.23056777,0,0.042736266,0
timjeffries,I have it on good authority that we'll be getting it around 3am.,0,1.0,0,23,0,0.21055248,0,0.8016543,1
OneAndOnlyLia,I am sooo tired!! My eyes literally can't stay open,0,0.0,0,48,1,0.11326952,0,0.022231774,0
alyssakris,I hate word challenge on facebook!,0,1.0,1,29,0,0.038877793,0,0.1433448,0
sawanm,"Wants a free doughnut, Krispy Kremes are so expensive, but 10 million times better than other doughnuts.",0,0.0,1,63,1,0.0020925985,0,0.120664805,0
SarahisanEskimo,new phone  tattoo on monday! Woo.. just had tea. yummy.,1,0.0,1,33,0,0.059476245,0,0.9074485,1
maryroof,I want to post lol cats on here but I can't,0,0.0,0,23,0,0.00946039,0,0.07669881,0
DaveTaylor,I have no comment about who won the game until this replay is completed.,1,1.0,0,55,1,0.3603681,0,0.7887919,1
chuckishere,Thank you everyone. I seriously am I lucky guy to have such great and lovely friends. Let's keep in touch  chuckishere.com at #LAX,1,1.0,1,47,1,0.9492101,1,0.98189396,1
carissacaricato,TALK meeting tonight at Tampa Chamber at 6pm with  as guest speaker on Word of Mouth Marketing! Happy Hour after @ Tinatapas,1,0.0,1,54,1,0.9401321,1,0.9365757,1
cowgirlupmz,successfully obtained  visa entries to enter  and stay in the Royal Kingdom of Thailand!,1,1.0,0,42,1,0.68824774,1,0.8567609,1
theK_from_Paris,A little sad  pretty bad news and feel too much insecure about my playing.,0,0.0,1,40,1,0.0034945137,0,0.018916281,0
patriciannroque,Hahaha! Don't be scared. They need fresh minds and you're it.,1,1.0,0,39,0,0.024843348,0,0.45816302,0
amelia9787,grandparents arrive tomorrow... good nite,1,0.0,0,21,0,0.50090533,1,0.60253274,1
thisismichelle,that was a good chat!  keep u posted guys...,1,0.0,0,19,0,0.92720246,1,0.9414148,1
GarveyBen,to much waffle &amp; not enough drinking going on. he's a less annoying version of numpty! &amp; he's not you which makes me,0,1.0,1,24,0,0.22583972,0,0.064821325,0
kurtsevits,"Random drunk girl sitting by my car: &quot;Is that your man bag?&quot;  Me: &quot;Yes, that's my man bag.&quot;  BTW, its name is Butch",1,1.0,1,53,1,0.9693397,1,0.93212694,1
tina5b5,lots of cool ppl  ~~&gt;        #followfriday,1,1.0,1,30,0,0.92851084,1,0.9230332,1
LonleyAngle,Alright this is my debute twitt  yay lol,1,0.0,1,21,0,0.9376292,1,0.8973682,1
NANCY___,need to charge my mac...,0,0.0,0,64,1,0.29110894,0,0.1928797,0
LucyPersonal,I want my bed  x,0,1.0,1,28,0,0.02435647,0,0.22741677,0
NaniWaialeale,"Dang it....BRB....have to get the cake, candles and ice cream out and sing happy birthday to my niece. Sweet 16",1,0.0,0,44,1,0.016846241,0,0.95279807,1
candisleigh,"is going to watch the brewer game, eat soup, play sims and sit in a vaporizer filled room. stupid cold. this sucks.",0,0.0,0,18,0,0.0004617907,0,0.028444104,0
Lali9,I'm sooo happy you'll get to re-take penguin pics! I collect penguin stuff and am a penguin FREAK! Can't wait to see,1,0.0,0,29,0,0.021808768,0,0.9752986,1
enia59,"My server has been going down lots lately, it makes me a sad WoW player  lol",0,0.0,1,40,1,0.017017897,0,0.01936276,0
MellyFed,sore throat,0,0.0,0,27,0,0.049060866,0,0.08156592,0
rosieroserosie,He'd go anywhere with me,1,0.0,1,56,1,0.046710093,0,0.48799932,0
applexlove,lol love how we put some in stars: *some* haha...*crosses fingers* i hope you get more,1,1.0,0,35,0,0.95199484,1,0.9795951,1
sashamaemo,This tea taste like pure WATER!!!  Yuck!,0,1.0,1,62,1,0.69887745,1,0.68964475,1
evajaybird6,sad that it's not my birthday anymore and that my balloon is deflating,0,0.0,0,42,1,0.040490385,0,0.016862756,0
alias452,"Great to get bk online, my own net was down",0,1.0,0,25,0,0.0019176761,0,0.10720794,0
Johnny_kah,Finally done work YAY,1,1.0,1,21,0,0.79920864,1,0.85591847,1
jabarijamison,i aint alive....im just breathing to death,0,0.0,1,57,1,0.27963617,0,0.11493896,0
jamieallison,Sorry you missed it. Good night!,1,0.0,1,54,1,0.36067396,0,0.3020936,0
LillieTheTiger,oopss did that twice  D: im such a silly moo.,0,0.0,1,60,1,0.1311744,0,0.59122086,1
bethanxo,"mummmmmmmmmmm,  can you put the pizza in the oven",1,0.0,0,63,1,0.6151798,1,0.784849,1
Stubbs,shit! I thought it was months away  I'm not in Sheffield this weekend,0,1.0,0,46,1,0.056530144,0,0.021958876,0
willnotshutup,On a JEW mood. Downloading Futures. Chase the Light naman mamaya. Haha.,1,1.0,0,53,1,0.04145278,0,0.72041786,1
KrisStepney,Wishes  a Happy Mother's Day!,1,1.0,0,35,0,0.30329487,0,0.8245956,1
Pittsburgurl,"More rain due, ugh, going to a graduation today and was hoping the kids could go swimming",0,1.0,0,32,0,0.00027805404,0,0.021385502,0
ChristinaRenee2,That should give you happy thoughts,1,1.0,0,43,1,0.84860665,1,0.8953363,1
katecrist,OH NO!!!  Get well soon   I'm trying to get well myself in the midst of Merola.  Sending you virtual antibiotics,0,0.0,1,47,1,0.008238081,0,0.09831984,0
yaseminx3,eatin an icecream,1,0.0,1,60,1,0.79589343,1,0.8253423,1
julierocks78,"FML.. today sucks.. i just hope the dance will bring my soul up.. i pray, but im still sad..i hateee todayyyyyy!!! &gt;;(",0,1.0,0,59,1,8.303938e-06,0,0.003077132,0
theotherkind,But I will follow,1,0.0,1,43,1,0.34082624,0,0.45886502,0
rosiegibbs,my last nite in work for weeks.....ah im in such good humour,1,0.0,0,39,0,0.36008456,0,0.24015774,0
duckiemonster,"My Sonic skills have not improved... Running, fine. Spinning, awesome. Jump from platform to platform? The fail whale grabs me",0,1.0,0,45,1,0.892239,1,0.46233538,0
chrisdtu,"saw a red balloon flying outside my window. somewhere out there, a kid must be crying because the wind blew his balloon away...",0,1.0,0,39,0,0.01234014,0,0.053045962,0
chrisblegit,Working today. Closing. 2 - 11. Missing out on Ming's birthday dinner/party.,0,1.0,0,62,1,0.01615748,0,0.2663587,0
BowledShrimp,Ahhh...I finally don't have to keep 5 guys happy...I get waited on tonite,1,1.0,0,44,1,0.036731318,0,0.72563976,1
junkieenet,hope you feel better mommy  I love you :X,0,1.0,1,64,1,0.20161624,0,0.7586044,1
pollitahaha,We should have brought a flask with v0dka. Hahaha.,1,1.0,0,46,1,0.9389998,1,0.9528445,1
Lindseymw,Just got pulled over on 36. I am fucking terrified of cops. My headlights out I guess  mew.,0,0.0,0,57,1,0.0432674,0,0.028770933,0
_Mom_23,gotta go check/console/convince 2 yo to stay in bed and that he actually WANTS to go to sleep... 20 min nap in car= past his sleep...,0,1.0,0,54,1,0.025830487,0,0.15525438,0
cousinfever,Changed the background on here. About to go watch 'Mary Shellys Frankenstein'.  Add:,1,1.0,1,25,0,0.8716855,1,0.7986565,1
michaelmknight,"I know you do, Go TEAM GB",1,1.0,0,37,0,0.51169443,1,0.69288516,1
HisBabyDoll09,"Hey scott, Its Ashli from Shelby County, We met when Rick and Mick were in town. How you been? It been awhile",1,1.0,1,30,0,0.0658406,0,0.8760264,1
claireredfield,I work 9-6 today with bitch boss,0,1.0,0,18,0,0.029213207,0,0.22354482,0
CourtKP,DD has pinkeye...not fun.,0,1.0,0,54,1,0.28515425,0,0.20635343,0
hawaiiandreamer,3 little birds pitch by my door step singing sweet songs of melodies pure &amp; true sayin dis is my message 2 you: dont worry about a thing,1,1.0,0,51,1,0.84123045,1,0.9749228,1
AbbyLee2242,Church of the Highlands @ 11:30 in the Bryant Conference Center! BE THERE!,1,1.0,0,49,1,0.18775968,0,0.72726506,1
ukv1290,Off to london biggin hill,1,1.0,0,64,1,0.34987932,0,0.36812496,0
nickitastic90,definitely just failed my exam,0,1.0,1,21,0,0.12330961,0,0.39933026,0
JohnChow,I mention it in the blog post. It's in Vancouver.,1,1.0,1,18,0,0.9318324,1,0.8310396,1
caitlinharnett,I am soooo happy!!!,1,1.0,1,32,0,0.33200303,0,0.67741996,1
kenarmstrong1,This is a great conversation.  What else might you do with your sheets during the act of love?  eh?  eh?,1,1.0,1,23,0,0.40900898,0,0.95912313,1
JordanGodwin,mark cubans doin handsprings right now- the &quot;punks and thugs&quot; are sinking.. but he's not looking forward to paying dirk's child support.,0,1.0,0,19,0,0.025528802,0,0.16263431,0
GeorgiaSaurus,haha you can cuddle with me anytime,1,1.0,0,26,0,0.9319469,1,0.9078229,1
lei_d,had a lovely birthday.,1,0.0,0,64,1,0.66922575,1,0.7804972,1
theanykey,The best thing about my Mother's Day was my son. And the card my husband got me 'from' our 5.5 week old son.,1,0.0,1,21,0,0.00026663672,0,0.60117227,1
melissarrrgh,tv on mute cause its boring but then ipod with speakers on timer  now thats how its done.,1,0.0,0,23,0,0.17492786,0,0.39281237,0
GOPqueen24,TWO More weeks and its back to work.,0,1.0,0,51,1,0.19339564,0,0.10554152,0
JessaNicole84,Kylie's being a bad girl today.,0,1.0,0,32,0,0.18490477,0,0.24846692,0
victoriaalee,"I wish I was a celeb like you, Miley Cyrus, Selena Gomez, Taylor Swift, and all those pretty girls out there!",1,1.0,1,35,0,0.57768184,1,0.7744547,1
RosalieWilliams,Starting to wonder if my future landlord is crazy or prejudice against americans.. this may not end well,0,0.0,1,53,1,0.011629458,0,0.13862239,0
manicmammy,well done on all your reporting.  Haven't been vocal but have enjoyed and appreciated your work. Cheers lady.,1,1.0,1,50,1,0.9292368,1,0.93921864,1
Mykkel,You have many friends here who will walk with you through the dark and the light. Smile,1,0.0,0,60,1,0.12415655,0,0.95755106,1
nicoladolan,is having a bad day - email not working properly and looks like the 10km run is off for me,0,1.0,1,34,0,0.0005359284,0,0.017443882,0
Cara_Bennett,"The Tonight Show w/ Conan was AWESOME!!! I missed that tall, pale, red-headed man!",1,0.0,0,58,1,0.55738896,1,0.8850759,1
florinpuscas,un vot pe blogoree pls:    Multumesc!,1,0.0,1,38,0,0.049644504,0,0.63610333,1
spencerkate,"Dear baby, I can't wait until your teething days are over.",0,1.0,0,21,0,0.52459455,1,0.52268654,1
myohmy2boys,"LOL, I didn't know it was on  OF COURSE if watch that dumb bitches show ;-) like a train wreck... Can't stop watching ;)",0,0.0,0,20,0,0.3811025,0,0.6448356,1
gobullet,,1,1.0,0,53,1,0.4279545,0,0.49770784,0
gossipgirlx333,how do you know how much your twitter profile is worth?? haha...or was that a joke?,1,1.0,1,47,1,0.8598505,1,0.97217554,1
PAULSKRATCH,I had Wendy's before this. That was a bad choice,0,1.0,1,38,0,0.16067287,0,0.12290091,0
BrianPeek,Thanks!,1,0.0,0,62,1,0.6813877,1,0.893045,1
evelynsharma,"why do people not just try to understand instead of getting pissed off  when someone needs you, its cause they love you...",0,0.0,1,62,1,0.282247,0,0.11063854,0
druzilla47,yeah. totally.,0,1.0,0,32,0,0.51539975,1,0.54895896,1
Jinxie_G,Aren't you sweet?,1,0.0,0,29,0,0.12641306,0,0.66105545,1
Jantunstill,Poor thing  Hope you feel brighter soon x,0,0.0,0,50,1,0.0059467354,0,0.10085512,0
kevinlagang,Ah. The perfect summer day was ruined by the rain. Too good to be true.  but its still hot as hell. I feel sticky and gross. Long day. Ha,0,1.0,0,53,1,0.03162539,0,0.027366728,0
sarahwar31,i gotta work today,0,0.0,1,63,1,0.11153759,0,0.1700396,0
joshyybear,bob to the top high school musical porno. ftw,1,1.0,0,37,0,0.33826247,0,0.8013897,1
meghann,"during this Stanley Cup match up, yes, I am a Pens fan.",1,0.0,1,46,1,0.32163125,0,0.62179494,1
VeronicaFitzhug,"I will tell you on Thursday all about Tuesday, I promise. How bout I skip all this, and just eat the monkey for breakfast?",1,1.0,0,51,1,0.020987684,0,0.81996006,1
Kirstyns,I thought it was meant to be a hot summer  to mean rain doesnt mean hot.,0,0.0,1,48,1,0.17531425,0,0.05214453,0
PeteWJ,Welcomes home  Glad you had a fabbo time!,1,1.0,0,21,0,0.6119553,1,0.81162393,1
martynhett,doesn't know what to do with himself today... but might get some blonde put in his hair for summer,1,0.0,1,50,1,0.10868371,0,0.48412207,0
the_0ne_ne0,"kick  butt, Chuck has been renewed for a third season.  Sucks only 13 episodes though.",0,0.0,0,53,1,0.004531683,0,0.023773918,0
theboinq,just wants to get it over and done with. I miss working,0,0.0,1,25,0,0.003764777,0,0.03682287,0
romikid,"Sorry to hear that  but hey, you're eating well at least!",0,0.0,1,46,1,0.008255973,0,0.32806164,0
toraks,Phew! Done rewriting the 1st bit of my results to order. Reread comments from bosses to ensure I'd incorporated them. Had. But sad now.,0,1.0,1,46,1,0.00030430188,0,0.016328927,0
Stephi90,morning tweeple  hope you all have a great monday,1,0.0,0,48,1,0.6641378,1,0.90230805,1
LottieLeefe,packing up my room...,0,0.0,0,60,1,0.36736545,0,0.26536715,0
amittheinfinity,CEO is on the floor today. Need to be careful while surfing today. It's all work and no play day.,0,0.0,0,39,0,0.0019674217,0,0.052840423,0
Imabtch_and,hitting the gym!  its bout time,0,0.0,1,36,0,0.119805835,0,0.30236694,0
AlishaLoves,#musicmonday King Blues My Bolder,1,1.0,1,27,0,0.43766588,0,0.5698929,1
michaylangela,"I have a 1,500-word deadline in 2 days, stacks of research materials are surrounding me, and I don't have a clue how to start  Need coffee",0,1.0,1,41,1,0.003459259,0,0.086062,0
kayotickitchen,- Before his hair cut. I just wanna kiss that little face all day long,1,1.0,0,53,1,0.01649522,0,0.11085875,0
vanderkj,Figuring out how to live a life where I'm my own boss... fun,1,1.0,0,21,0,0.023968996,0,0.40845662,0
_kristi,"CAN YOU SAY AFTER 30 HOURS OF TRAVELING IM FINALLY IN ARGENTINA?! yes! oh hello Buenos Aires, how i love you",1,0.0,1,35,0,0.9257499,1,0.94746655,1
Fraser101,Saha,0,1.0,1,48,1,0.4279545,0,0.49770784,0
beckss91,I don't feel well at all. Dizziness and vomit. No fun,0,0.0,1,47,1,0.023067376,0,0.08173707,0
DesireeDaRocha,"I want to drink tonight,, want a cosmopolitan",1,1.0,0,28,0,0.013683362,0,0.19528764,0
jeffreeefans,I have already watch that video lol,1,1.0,1,44,1,0.40063038,0,0.47515517,0
Idabridge,is off to work til 4! Happy Hump Day!,1,0.0,0,38,0,0.22493263,0,0.4866801,0
maura_shycat,....  Hope you're okay?,0,0.0,0,35,0,0.6984421,1,0.6641586,1
bianca_maria,"i made 29 updates today, my record xD talk to you tomorrow bye",1,0.0,0,27,0,0.014078544,0,0.5874129,1
Eribubble,aww tell me about it!!! its just not the same  hope you have a better day,0,0.0,0,62,1,0.5437968,1,0.39177465,0
jessica_tsuji,back from school w/  Making a grocery run w/  before celebrating  22nd birthday with a barbeque.,1,1.0,0,51,1,0.0066169687,0,0.8400233,1
deafmillionaire,Summat to make your laugh today,1,0.0,1,39,0,0.6744045,1,0.8182229,1
