user,text,sentiment,gender,race,age,age_bin,pred_prob,pred_label,mitigated_prob,mitigated_label
Lisa107b,"Sorry, I know I'm late responding (15hrs  timezone troubles) but I think you would need to load Audacity to your compy",0,0.0,0,28,0,0.28758243,0,0.06766948,0
RichardLloyd18,History exam today and dreading it,0,1.0,0,43,1,0.45433566,0,0.23111555,0
Jamie_Cheroske,Just downloaded a new Twitter app for my phone. So much better already.,1,0.0,1,50,1,0.4818104,0,0.7663193,1
daniel_myers,I seem to be making a habbit out of not falling asleep until very late,0,1.0,0,60,1,0.36497214,0,0.0630245,0
alecialisten4,Missionaries had passport problems. Still havn't arrived  ya'll pray!,0,1.0,1,60,1,0.3808054,0,0.048417993,0
shannonstone,had a very good night,1,0.0,1,46,1,0.514185,1,0.7257373,1
jacobjoel,"Enjoying the morning just hanging out with Juliet in Victoria. She doesn't know it yet, but I'm taking her to see Il Divo tonight  #fb",1,0.0,0,52,1,0.3217867,0,0.62276584,1
MikeAbundo,Off to the Miss Bikini Philippines pageant. Thanks to  for the ticket!,1,1.0,0,33,0,0.41427955,0,0.58765435,1
FranHearn,Friends with scott again,1,0.0,1,42,1,0.49099287,0,0.6780438,1
deniserostro,I think that my lovely brother  should take me and his lovely sister  to Old Town for some dinn dinn &amp; margaritas,1,1.0,0,57,1,0.4165088,0,0.96717036,1
bryanarmada,season is almost done with babe,0,1.0,1,44,1,0.45689467,0,0.41400024,0
Samantha_Mayy,Diversity won! damnn i wanted flawless to win,0,1.0,1,36,0,0.41277596,0,0.42551866,0
jaziiandbrytt,can some one pleease tell me how to work out the total surface area of a square pyramid?,0,0.0,0,47,1,0.427283,0,0.31783253,0
MandyPandy32,*Phew* Hate to think you and Colin had fallen out! Glad he's smiling for you. Hip Hip Hip Hooray!!,1,0.0,0,23,0,0.5163381,1,0.9723412,1
laineybogs,Still cant get Jonas Bros tickets..dreading facing my niece later on ( I can see the tantrum now). Hope they put on another gig in Dublin,0,0.0,0,60,1,0.27926815,0,0.09569522,0
Sabrinagoh,"I though the clothes of AW0910 Collection from +9 designers will be there, together with the visual arts, but it is not",0,1.0,1,50,1,0.30630863,0,0.13742413,0
Emoly_,I Was Looking at an Old Poster From Busted The Other Day  You Had Really Short Hair And Everythng   Young Ta Old,1,1.0,0,55,1,0.41966042,0,0.69759333,1
lizzayyyyyy,"Ugh, so bored today!",0,0.0,0,29,0,0.4142738,0,0.08392378,0
NAYKIDD,home from a long day of work. i wore heels from 11am to 7pm. i must be crazy!! came right home to soak the feets. lol who wana rub em?,1,0.0,1,39,0,0.26861593,0,0.6312573,1
artalive,Still at work  This entire week has felt like an extremely long and awful Monday!,0,1.0,0,32,0,0.32357302,0,0.051299065,0
Morfin,Upgraded iPhone to 3.0 but seem to have weaker link to tamu wireless,0,1.0,1,37,0,0.32632518,0,0.05535113,0
lioneris,morning twitterland...off to work i go,0,1.0,0,43,1,0.3612151,0,0.13823466,0
LarryWentz,I'm such a plantaholic.... I spent several thousand $s the last few years planting at my brothers lake cabin - he sold it,0,1.0,0,58,1,0.3841624,0,0.1537939,0
imabhi000,Trying to learn some &quot;PHOTOGRAPHY&quot;,1,0.0,1,26,0,0.46414712,0,0.65927255,1
AllanJYu,I'll be sure to vote for you in that competition.  A star with your name on it would go well with your Idol Trophy!,1,1.0,0,21,0,0.520306,1,0.9940343,1
VivinAlvernia,already miss baby donkey,0,0.0,0,53,1,0.41621014,0,0.06074753,0
timjeffries,I have it on good authority that we'll be getting it around 3am.,0,1.0,0,54,1,0.4715349,0,0.73838675,1
OneAndOnlyLia,I am sooo tired!! My eyes literally can't stay open,0,0.0,0,58,1,0.34645343,0,0.043286715,0
alyssakris,I hate word challenge on facebook!,0,1.0,1,44,1,0.39500183,0,0.15827762,0
sawanm,"Wants a free doughnut, Krispy Kremes are so expensive, but 10 million times better than other doughnuts.",0,0.0,1,30,0,0.37555608,0,0.11469991,0
SarahisanEskimo,new phone  tattoo on monday! Woo.. just had tea. yummy.,1,0.0,1,48,1,0.48820677,0,0.88440144,1
maryroof,I want to post lol cats on here but I can't,0,0.0,1,55,1,0.30063164,0,0.075735606,0
DaveTaylor,I have no comment about who won the game until this replay is completed.,1,1.0,0,55,1,0.40363955,0,0.70452714,1
chuckishere,Thank you everyone. I seriously am I lucky guy to have such great and lovely friends. Let's keep in touch  chuckishere.com at #LAX,1,1.0,0,28,0,0.46937495,0,0.98229355,1
carissacaricato,TALK meeting tonight at Tampa Chamber at 6pm with  as guest speaker on Word of Mouth Marketing! Happy Hour after @ Tinatapas,1,0.0,1,54,1,0.43338543,0,0.9277229,1
cowgirlupmz,successfully obtained  visa entries to enter  and stay in the Royal Kingdom of Thailand!,1,1.0,1,47,1,0.4681019,0,0.80990756,1
theK_from_Paris,A little sad  pretty bad news and feel too much insecure about my playing.,0,0.0,1,45,1,0.35336262,0,0.040746823,0
patriciannroque,Hahaha! Don't be scared. They need fresh minds and you're it.,1,1.0,0,56,1,0.45668343,0,0.43240565,0
amelia9787,grandparents arrive tomorrow... good nite,1,0.0,0,29,0,0.49523863,0,0.60961515,1
thisismichelle,that was a good chat!  keep u posted guys...,1,0.0,1,49,1,0.51852983,1,0.9300024,1
GarveyBen,to much waffle &amp; not enough drinking going on. he's a less annoying version of numpty! &amp; he's not you which makes me,0,1.0,0,32,0,0.34735307,0,0.079255775,0
kurtsevits,"Random drunk girl sitting by my car: &quot;Is that your man bag?&quot;  Me: &quot;Yes, that's my man bag.&quot;  BTW, its name is Butch",1,1.0,1,37,0,0.39063922,0,0.93708676,1
tina5b5,lots of cool ppl  ~~&gt;        #followfriday,1,1.0,1,33,0,0.5128173,1,0.89943296,1
LonleyAngle,Alright this is my debute twitt  yay lol,1,0.0,1,44,1,0.46633875,0,0.86671233,1
NANCY___,need to charge my mac...,0,0.0,1,47,1,0.43456954,0,0.18370682,0
LucyPersonal,I want my bed  x,0,1.0,1,28,0,0.37979674,0,0.21411173,0
NaniWaialeale,"Dang it....BRB....have to get the cake, candles and ice cream out and sing happy birthday to my niece. Sweet 16",1,0.0,0,31,0,0.39445278,0,0.9586859,1
candisleigh,"is going to watch the brewer game, eat soup, play sims and sit in a vaporizer filled room. stupid cold. this sucks.",0,0.0,0,63,1,0.35615477,0,0.0524781,0
Lali9,I'm sooo happy you'll get to re-take penguin pics! I collect penguin stuff and am a penguin FREAK! Can't wait to see,1,0.0,1,37,0,0.47297394,0,0.97808313,1
enia59,"My server has been going down lots lately, it makes me a sad WoW player  lol",0,0.0,1,61,1,0.3581426,0,0.03867348,0
MellyFed,sore throat,0,0.0,1,31,0,0.44654703,0,0.108539134,0
rosieroserosie,He'd go anywhere with me,1,0.0,1,32,0,0.44094208,0,0.50122195,1
applexlove,lol love how we put some in stars: *some* haha...*crosses fingers* i hope you get more,1,1.0,1,30,0,0.5197887,1,0.9861178,1
sashamaemo,This tea taste like pure WATER!!!  Yuck!,0,1.0,1,47,1,0.49433285,0,0.66553915,1
evajaybird6,sad that it's not my birthday anymore and that my balloon is deflating,0,0.0,0,40,1,0.31323934,0,0.03789022,0
alias452,"Great to get bk online, my own net was down",0,1.0,0,29,0,0.40429,0,0.1261716,0
Johnny_kah,Finally done work YAY,1,1.0,0,64,1,0.49452773,0,0.81907886,1
jabarijamison,i aint alive....im just breathing to death,0,0.0,1,34,0,0.3740259,0,0.1187956,0
jamieallison,Sorry you missed it. Good night!,1,0.0,0,64,1,0.50157523,1,0.30193004,0
LillieTheTiger,oopss did that twice  D: im such a silly moo.,0,0.0,1,54,1,0.46667033,0,0.5732631,1
bethanxo,"mummmmmmmmmmm,  can you put the pizza in the oven",1,0.0,1,39,0,0.4920452,0,0.7644887,1
Stubbs,shit! I thought it was months away  I'm not in Sheffield this weekend,0,1.0,0,43,1,0.32913747,0,0.03876018,0
willnotshutup,On a JEW mood. Downloading Futures. Chase the Light naman mamaya. Haha.,1,1.0,0,24,0,0.48525122,0,0.68662,1
KrisStepney,Wishes  a Happy Mother's Day!,1,1.0,1,63,1,0.5172271,1,0.82568634,1
Pittsburgurl,"More rain due, ugh, going to a graduation today and was hoping the kids could go swimming",0,1.0,1,42,1,0.2945042,0,0.043784518,0
ChristinaRenee2,That should give you happy thoughts,1,1.0,0,30,0,0.5177977,1,0.88936937,1
katecrist,OH NO!!!  Get well soon   I'm trying to get well myself in the midst of Merola.  Sending you virtual antibiotics,0,0.0,0,42,1,0.316597,0,0.09702805,0
yaseminx3,eatin an icecream,1,0.0,1,64,1,0.5030023,1,0.8046875,1
julierocks78,"FML.. today sucks.. i just hope the dance will bring my soul up.. i pray, but im still sad..i hateee todayyyyyy!!! &gt;;(",0,1.0,0,38,0,0.22139497,0,0.009802701,0
theotherkind,But I will follow,1,0.0,0,38,0,0.43939698,0,0.43562758,0
rosiegibbs,my last nite in work for weeks.....ah im in such good humour,1,0.0,1,23,0,0.3926257,0,0.2517285,0
duckiemonster,"My Sonic skills have not improved... Running, fine. Spinning, awesome. Jump from platform to platform? The fail whale grabs me",0,1.0,1,35,0,0.40086427,0,0.38190356,0
chrisdtu,"saw a red balloon flying outside my window. somewhere out there, a kid must be crying because the wind blew his balloon away...",0,1.0,0,46,1,0.30479276,0,0.07459363,0
chrisblegit,Working today. Closing. 2 - 11. Missing out on Ming's birthday dinner/party.,0,1.0,0,63,1,0.4118154,0,0.2189539,0
BowledShrimp,Ahhh...I finally don't have to keep 5 guys happy...I get waited on tonite,1,1.0,0,60,1,0.38767484,0,0.6802284,1
junkieenet,hope you feel better mommy  I love you :X,0,1.0,0,50,1,0.50104564,1,0.71920305,1
pollitahaha,We should have brought a flask with v0dka. Hahaha.,1,1.0,0,24,0,0.51442975,1,0.9434639,1
Lindseymw,Just got pulled over on 36. I am fucking terrified of cops. My headlights out I guess  mew.,0,0.0,1,19,0,0.28224102,0,0.05359274,0
_Mom_23,gotta go check/console/convince 2 yo to stay in bed and that he actually WANTS to go to sleep... 20 min nap in car= past his sleep...,0,1.0,1,25,0,0.24192023,0,0.14072882,0
cousinfever,Changed the background on here. About to go watch 'Mary Shellys Frankenstein'.  Add:,1,1.0,0,47,1,0.41013995,0,0.696051,1
michaelmknight,"I know you do, Go TEAM GB",1,1.0,0,54,1,0.42331025,0,0.6462517,1
HisBabyDoll09,"Hey scott, Its Ashli from Shelby County, We met when Rick and Mick were in town. How you been? It been awhile",1,1.0,0,52,1,0.48353532,0,0.81940633,1
claireredfield,I work 9-6 today with bitch boss,0,1.0,1,41,1,0.3765325,0,0.21921745,0
CourtKP,DD has pinkeye...not fun.,0,1.0,0,18,0,0.4433778,0,0.2023791,0
hawaiiandreamer,3 little birds pitch by my door step singing sweet songs of melodies pure &amp; true sayin dis is my message 2 you: dont worry about a thing,1,1.0,1,61,1,0.51868993,1,0.9794041,1
AbbyLee2242,Church of the Highlands @ 11:30 in the Bryant Conference Center! BE THERE!,1,1.0,1,40,1,0.46971083,0,0.70899045,1
ukv1290,Off to london biggin hill,1,1.0,1,57,1,0.4538532,0,0.36859792,0
nickitastic90,definitely just failed my exam,0,1.0,1,51,1,0.4583546,0,0.38414294,0
JohnChow,I mention it in the blog post. It's in Vancouver.,1,1.0,0,49,1,0.41323203,0,0.7921044,1
caitlinharnett,I am soooo happy!!!,1,1.0,1,18,0,0.4463365,0,0.6628867,1
kenarmstrong1,This is a great conversation.  What else might you do with your sheets during the act of love?  eh?  eh?,1,1.0,0,43,1,0.51919043,1,0.9657215,1
JordanGodwin,mark cubans doin handsprings right now- the &quot;punks and thugs&quot; are sinking.. but he's not looking forward to paying dirk's child support.,0,1.0,0,57,1,0.3504539,0,0.14741611,0
GeorgiaSaurus,haha you can cuddle with me anytime,1,1.0,1,51,1,0.520039,1,0.9034063,1
lei_d,had a lovely birthday.,1,0.0,1,27,0,0.5013491,1,0.7714223,1
theanykey,The best thing about my Mother's Day was my son. And the card my husband got me 'from' our 5.5 week old son.,1,0.0,1,27,0,0.36583734,0,0.5518531,1
melissarrrgh,tv on mute cause its boring but then ipod with speakers on timer  now thats how its done.,1,0.0,0,19,0,0.4109126,0,0.2943098,0
GOPqueen24,TWO More weeks and its back to work.,0,1.0,0,56,1,0.38784784,0,0.11999638,0
JessaNicole84,Kylie's being a bad girl today.,0,1.0,1,54,1,0.44461787,0,0.27927914,0
victoriaalee,"I wish I was a celeb like you, Miley Cyrus, Selena Gomez, Taylor Swift, and all those pretty girls out there!",1,1.0,0,27,0,0.4528435,0,0.77861977,1
RosalieWilliams,Starting to wonder if my future landlord is crazy or prejudice against americans.. this may not end well,0,0.0,1,63,1,0.31427902,0,0.16987342,0
manicmammy,well done on all your reporting.  Haven't been vocal but have enjoyed and appreciated your work. Cheers lady.,1,1.0,0,46,1,0.51028883,1,0.89491147,1
Mykkel,You have many friends here who will walk with you through the dark and the light. Smile,1,0.0,0,39,0,0.51582307,1,0.9657664,1
nicoladolan,is having a bad day - email not working properly and looks like the 10km run is off for me,0,1.0,1,26,0,0.37551898,0,0.042150617,0
Cara_Bennett,"The Tonight Show w/ Conan was AWESOME!!! I missed that tall, pale, red-headed man!",1,0.0,1,42,1,0.40408695,0,0.85252696,1
florinpuscas,un vot pe blogoree pls:    Multumesc!,1,0.0,1,29,0,0.47143278,0,0.6106946,1
spencerkate,"Dear baby, I can't wait until your teething days are over.",0,1.0,0,29,0,0.44863483,0,0.49555373,0
myohmy2boys,"LOL, I didn't know it was on  OF COURSE if watch that dumb bitches show ;-) like a train wreck... Can't stop watching ;)",0,0.0,1,37,0,0.41547635,0,0.5871216,1
gobullet,,1,1.0,0,42,1,0.4867502,0,0.49834397,0
gossipgirlx333,how do you know how much your twitter profile is worth?? haha...or was that a joke?,1,1.0,0,37,0,0.51672226,1,0.97785276,1
PAULSKRATCH,I had Wendy's before this. That was a bad choice,0,1.0,1,56,1,0.38368443,0,0.12819704,0
BrianPeek,Thanks!,1,0.0,1,27,0,0.5165023,1,0.871151,1
evelynsharma,"why do people not just try to understand instead of getting pissed off  when someone needs you, its cause they love you...",0,0.0,0,45,1,0.4719746,0,0.107401565,0
druzilla47,yeah. totally.,0,1.0,0,33,0,0.48726425,0,0.5603682,1
Jinxie_G,Aren't you sweet?,1,0.0,1,46,1,0.51635915,1,0.670257,1
Jantunstill,Poor thing  Hope you feel brighter soon x,0,0.0,1,34,0,0.46557915,0,0.12900949,0
kevinlagang,Ah. The perfect summer day was ruined by the rain. Too good to be true.  but its still hot as hell. I feel sticky and gross. Long day. Ha,0,1.0,1,26,0,0.30481833,0,0.043811955,0
sarahwar31,i gotta work today,0,0.0,0,30,0,0.39917436,0,0.19129153,0
joshyybear,bob to the top high school musical porno. ftw,1,1.0,1,63,1,0.45685953,0,0.76734716,1
meghann,"during this Stanley Cup match up, yes, I am a Pens fan.",1,0.0,1,44,1,0.4388632,0,0.6006854,1
VeronicaFitzhug,"I will tell you on Thursday all about Tuesday, I promise. How bout I skip all this, and just eat the monkey for breakfast?",1,1.0,0,28,0,0.39390785,0,0.642095,1
Kirstyns,I thought it was meant to be a hot summer  to mean rain doesnt mean hot.,0,0.0,1,24,0,0.34130204,0,0.06518889,0
PeteWJ,Welcomes home  Glad you had a fabbo time!,1,1.0,1,50,1,0.50812066,1,0.7740818,1
martynhett,doesn't know what to do with himself today... but might get some blonde put in his hair for summer,1,0.0,1,45,1,0.348053,0,0.44881475,0
the_0ne_ne0,"kick  butt, Chuck has been renewed for a third season.  Sucks only 13 episodes though.",0,0.0,1,26,0,0.45072335,0,0.048503343,0
theboinq,just wants to get it over and done with. I miss working,0,0.0,0,21,0,0.32527664,0,0.05441161,0
romikid,"Sorry to hear that  but hey, you're eating well at least!",0,0.0,0,54,1,0.4125277,0,0.28737676,0
toraks,Phew! Done rewriting the 1st bit of my results to order. Reread comments from bosses to ensure I'd incorporated them. Had. But sad now.,0,1.0,1,44,1,0.2847549,0,0.0331679,0
Stephi90,morning tweeple  hope you all have a great monday,1,0.0,0,19,0,0.51839626,1,0.8663597,1
LottieLeefe,packing up my room...,0,0.0,1,27,0,0.43915197,0,0.29541096,0
amittheinfinity,CEO is on the floor today. Need to be careful while surfing today. It's all work and no play day.,0,0.0,0,35,0,0.33045644,0,0.0646104,0
Imabtch_and,hitting the gym!  its bout time,0,0.0,0,44,1,0.4280352,0,0.28806257,0
AlishaLoves,#musicmonday King Blues My Bolder,1,1.0,1,50,1,0.48196793,0,0.5426695,1
michaylangela,"I have a 1,500-word deadline in 2 days, stacks of research materials are surrounding me, and I don't have a clue how to start  Need coffee",0,1.0,0,35,0,0.3072522,0,0.07670984,0
kayotickitchen,- Before his hair cut. I just wanna kiss that little face all day long,1,1.0,1,44,1,0.4236434,0,0.11069888,0
vanderkj,Figuring out how to live a life where I'm my own boss... fun,1,1.0,1,28,0,0.43734056,0,0.38672292,0
_kristi,"CAN YOU SAY AFTER 30 HOURS OF TRAVELING IM FINALLY IN ARGENTINA?! yes! oh hello Buenos Aires, how i love you",1,0.0,0,27,0,0.4929778,0,0.9505566,1
Fraser101,Saha,0,1.0,1,49,1,0.4867502,0,0.49834397,0
beckss91,I don't feel well at all. Dizziness and vomit. No fun,0,0.0,1,57,1,0.37276974,0,0.06793723,0
DesireeDaRocha,"I want to drink tonight,, want a cosmopolitan",1,1.0,0,33,0,0.35519195,0,0.17636983,0
jeffreeefans,I have already watch that video lol,1,1.0,0,21,0,0.44204855,0,0.43587524,0
Idabridge,is off to work til 4! Happy Hump Day!,1,0.0,1,57,1,0.4315581,0,0.5397686,1
maura_shycat,....  Hope you're okay?,0,0.0,0,32,0,0.51680744,1,0.67140955,1
bianca_maria,"i made 29 updates today, my record xD talk to you tomorrow bye",1,0.0,0,56,1,0.39683124,0,0.50776875,1
Eribubble,aww tell me about it!!! its just not the same  hope you have a better day,0,0.0,0,64,1,0.46851036,0,0.38405687,0
jessica_tsuji,back from school w/  Making a grocery run w/  before celebrating  22nd birthday with a barbeque.,1,1.0,0,45,1,0.4831695,0,0.79332894,1
deafmillionaire,Summat to make your laugh today,1,0.0,0,59,1,0.48129538,0,0.7890685,1
FranieFrouFrou,"regretting not wearing sunscreen today, spent 6 hours walking round Kew Gardens during a mini heatwave. Healthy glow is an understatement",0,0.0,1,21,0,0.3704195,0,0.12037402,0
